,count,aggregated_impact,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public-holidays_count,school-holidays_count,observances_count,community_impact,concerts_impact,festivals_impact,performing-arts_impact,sports_impact,conferences_impact,expos_impact,public-holidays_impact,school-holidays_impact,observances_impact,rescaled_aei
2019-06-07,2,13833,0,1,1,0,0,0,0,0,0,0,0,6000,7833,0,0,0,0,0,0,0,0.03449625935162095
2019-06-08,3,19833,0,1,1,0,1,0,0,0,0,0,0,6000,7833,0,6000,0,0,0,0,0,0.04945885286783042
2019-06-09,4,34733,0,1,1,0,2,0,0,0,0,0,0,6000,7833,0,20900,0,0,0,0,0,0.08661596009975062
2019-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-06-11,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2019-06-12,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-06-13,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2019-06-14,1,19000,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0.04738154613466334
2019-06-15,3,25000,0,1,1,0,0,0,0,0,1,0,0,6000,19000,0,0,0,0,0,0,0,0.062344139650872814
2019-06-16,3,20900,0,1,1,0,0,0,0,0,1,0,0,1900,19000,0,0,0,0,0,0,0,0.052119700748129674
2019-06-17,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-06-18,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-06-19,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-06-20,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-06-21,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-06-22,5,50000,0,2,1,0,1,0,0,0,1,0,0,12000,19000,0,19000,0,0,0,0,0,0.12468827930174563
2019-06-23,4,31000,0,1,0,0,2,0,0,0,1,0,0,6000,0,0,25000,0,0,0,0,0,0.0773067331670823
2019-06-24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-06-25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-06-26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-06-27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-06-28,5,24000,0,1,0,1,1,0,1,0,1,0,0,6000,0,6000,6000,0,6000,0,0,0,0.059850374064837904
2019-06-29,8,122000,0,1,2,1,2,0,1,0,1,0,0,6000,38000,6000,66000,0,6000,0,0,0,0.30423940149625933
2019-06-30,6,79900,0,0,1,1,3,0,0,0,1,0,0,0,60000,6000,13900,0,0,0,0,0,0.1992518703241895
2019-07-01,2,6000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-07-02,3,25000,0,0,0,0,1,1,0,0,1,0,0,0,0,0,19000,6000,0,0,0,0,0.062344139650872814
2019-07-03,4,31000,0,0,0,0,2,1,0,0,1,0,0,0,0,0,25000,6000,0,0,0,0,0.0773067331670823
2019-07-04,5,80900,0,1,1,0,1,0,0,1,1,0,0,1900,60000,0,19000,0,0,0,0,0,0.20174563591022443
2019-07-05,3,25000,0,0,0,0,2,0,0,0,1,0,0,0,0,0,25000,0,0,0,0,0,0.062344139650872814
2019-07-06,6,105900,0,1,0,0,4,0,0,0,1,0,0,6000,0,0,99900,0,0,0,0,0,0.26408977556109725
2019-07-07,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-07-08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-07-09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-07-10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-07-11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-07-12,7,152900,0,0,4,0,1,0,1,0,1,0,0,0,140900,0,6000,0,6000,0,0,0,0.3812967581047381
2019-07-13,11,181700,1,1,4,0,1,0,3,0,1,0,1900,6000,140900,0,1900,0,31000,0,0,0,0.45311720698254365
2019-07-14,10,237900,0,1,5,0,2,0,1,0,1,0,0,6000,159900,0,66000,0,6000,0,0,0,0.5932668329177058
2019-07-15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-07-16,2,6000,0,1,0,0,0,0,0,0,1,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2019-07-17,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2019-07-18,3,12000,0,1,0,0,0,0,1,0,1,0,0,6000,0,0,0,0,6000,0,0,0,0.029925187032418952
2019-07-19,7,244000,0,1,2,0,2,0,1,0,1,0,0,6000,207000,0,25000,0,6000,0,0,0,0.6084788029925187
2019-07-20,7,239900,0,1,3,0,1,0,1,0,1,0,0,6000,208900,0,19000,0,6000,0,0,0,0.5982543640897755
2019-07-21,6,287900,0,0,3,0,2,0,0,0,1,0,0,0,208900,0,79000,0,0,0,0,0,0.7179551122194513
2019-07-22,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-07-23,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-07-24,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-07-25,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-07-26,3,207000,0,0,1,0,1,0,0,0,1,0,0,0,188000,0,19000,0,0,0,0,0,0.5162094763092269
2019-07-27,5,401000,0,1,2,0,1,0,0,0,1,0,0,6000,376000,0,19000,0,0,0,0,0,1.0
2019-07-28,3,207000,0,0,1,0,1,0,0,0,1,0,0,0,188000,0,19000,0,0,0,0,0,0.5162094763092269
2019-07-29,2,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-07-30,3,12000,1,0,0,0,0,0,1,0,1,0,6000,0,0,0,0,0,6000,0,0,0,0.029925187032418952
2019-07-31,2,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-08-01,3,25000,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25000,0,0,0,0.062344139650872814
2019-08-02,6,251000,0,1,2,0,0,0,2,0,1,0,0,6000,207000,0,0,0,38000,0,0,0,0.6259351620947631
2019-08-03,6,251000,0,1,2,0,0,0,2,0,1,0,0,6000,207000,0,0,0,38000,0,0,0,0.6259351620947631
2019-08-04,8,317000,0,2,2,0,1,0,2,0,1,0,0,12000,207000,0,60000,0,38000,0,0,0,0.7905236907730673
2019-08-05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-08-06,3,79000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,60000,0,0,0,0.1970074812967581
2019-08-07,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-08-08,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2019-08-09,3,25000,0,0,1,0,1,0,0,0,1,0,0,0,6000,0,19000,0,0,0,0,0,0.062344139650872814
2019-08-10,4,126000,0,1,0,0,2,0,0,0,1,0,0,6000,0,0,120000,0,0,0,0,0,0.31421446384039897
2019-08-11,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-08-12,2,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-08-13,2,6000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-08-14,4,72000,0,2,0,0,0,0,1,0,1,0,0,66000,0,0,0,0,6000,0,0,0,0.17955112219451372
2019-08-15,2,6000,0,0,1,0,0,0,0,0,1,0,0,0,6000,0,0,0,0,0,0,0,0.014962593516209476
2019-08-16,5,78000,0,1,2,0,0,0,1,0,1,0,0,6000,66000,0,0,0,6000,0,0,0,0.19451371571072318
2019-08-17,5,78000,0,0,3,0,0,0,1,0,1,0,0,0,72000,0,0,0,6000,0,0,0,0.19451371571072318
2019-08-18,6,97000,0,1,2,0,1,0,1,0,1,0,0,6000,79000,0,6000,0,6000,0,0,0,0.24189526184538654
2019-08-19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-08-20,3,66000,0,2,0,0,0,0,0,0,1,0,0,66000,0,0,0,0,0,0,0,0,0.16458852867830423
2019-08-21,3,12000,0,1,0,0,0,0,1,0,1,0,0,6000,0,0,0,0,6000,0,0,0,0.029925187032418952
2019-08-22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-08-23,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2019-08-24,4,85000,0,0,1,0,1,0,1,0,1,0,0,0,19000,0,60000,0,6000,0,0,0,0.21197007481296756
2019-08-25,4,44000,0,0,1,0,2,0,0,0,1,0,0,0,19000,0,25000,0,0,0,0,0,0.10972568578553615
2019-08-26,3,25000,0,0,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2019-08-27,4,31000,0,0,0,0,2,0,1,0,1,0,0,0,0,0,25000,0,6000,0,0,0,0.0773067331670823
2019-08-28,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-08-29,2,66000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,60000,0,0,0,0,0,0.16458852867830423
2019-08-30,2,120000,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,60000,0,0,0,0.29925187032418954
2019-08-31,3,180000,0,0,1,0,1,0,1,0,0,0,0,0,60000,0,60000,0,60000,0,0,0,0.44887780548628425
2019-09-01,4,186000,0,0,1,0,2,0,1,0,0,0,0,0,60000,0,66000,0,60000,0,0,0,0.46384039900249374
2019-09-02,2,60000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60000,0,0,0,0.14962593516209477
2019-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-09-06,4,24000,1,1,0,0,1,0,1,0,0,0,6000,6000,0,0,6000,0,6000,0,0,0,0.059850374064837904
2019-09-07,4,91000,0,1,1,0,1,0,1,0,0,0,0,6000,19000,0,60000,0,6000,0,0,0,0.22693266832917705
2019-09-08,6,157000,0,1,1,0,2,0,2,0,0,0,0,6000,19000,0,120000,0,12000,0,0,0,0.3915211970074813
2019-09-09,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-09-10,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2019-09-11,3,18000,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6000,0,12000,0,0,0,0.04488778054862843
2019-09-12,4,91000,0,2,0,0,1,0,1,0,0,0,0,12000,0,0,19000,0,60000,0,0,0,0.22693266832917705
2019-09-13,3,31000,0,1,1,0,1,0,0,0,0,0,0,6000,6000,0,19000,0,0,0,0,0,0.0773067331670823
2019-09-14,6,116000,0,2,2,0,2,0,0,0,0,0,0,12000,25000,0,79000,0,0,0,0,0,0.28927680798004984
2019-09-15,4,104000,0,1,1,0,2,0,0,0,0,0,0,6000,19000,0,79000,0,0,0,0,0,0.2593516209476309
2019-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-09-17,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0.04738154613466334
2019-09-18,3,85000,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,60000,0,19000,0,0,0,0.21197007481296756
2019-09-19,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2019-09-20,3,31000,0,2,1,0,0,0,0,0,0,0,0,12000,19000,0,0,0,0,0,0,0,0.0773067331670823
2019-09-21,5,43000,0,2,1,0,1,0,1,0,0,0,0,12000,19000,0,6000,0,6000,0,0,0,0.10723192019950124
2019-09-22,3,85000,0,0,1,0,1,0,1,0,0,0,0,0,19000,0,60000,0,6000,0,0,0,0.21197007481296756
2019-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-09-24,2,25000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,6000,0,0,0,0.062344139650872814
2019-09-25,2,79000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,60000,0,0,0,0.1970074812967581
2019-09-26,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-09-27,2,25000,0,1,0,0,1,0,0,0,0,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2019-09-28,7,135000,0,1,3,0,2,0,1,0,0,0,0,6000,31000,0,79000,0,19000,0,0,0,0.33665835411471323
2019-09-29,5,56000,0,1,1,0,1,0,2,0,0,0,0,6000,6000,0,19000,0,25000,0,0,0,0.1396508728179551
2019-09-30,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-10-01,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-10-02,2,12000,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,6000,0,0,0,0,0.029925187032418952
2019-10-03,3,72000,1,0,0,0,1,1,0,0,0,0,6000,0,0,0,60000,6000,0,0,0,0,0.17955112219451372
2019-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-10-05,2,12000,0,1,0,0,0,0,1,0,0,0,0,6000,0,0,0,0,6000,0,0,0,0.029925187032418952
2019-10-06,2,66000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,60000,0,6000,0,0,0,0.16458852867830423
2019-10-07,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0.04738154613466334
2019-10-08,2,25000,0,1,0,0,0,0,1,0,0,0,0,6000,0,0,0,0,19000,0,0,0,0.062344139650872814
2019-10-09,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2019-10-10,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2019-10-11,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2019-10-12,3,66600,0,0,1,0,0,0,2,0,0,0,0,0,600,0,0,0,66000,0,0,0,0.16608478802992518
2019-10-13,3,66600,0,0,1,0,0,0,2,0,0,0,0,0,600,0,0,0,66000,0,0,0,0.16608478802992518
2019-10-14,2,6600,0,0,1,0,0,0,1,0,0,0,0,0,600,0,0,0,6000,0,0,0,0.016458852867830425
2019-10-15,3,12600,0,1,1,0,0,0,1,0,0,0,0,6000,600,0,0,0,6000,0,0,0,0.031421446384039896
2019-10-16,3,12600,0,1,1,0,0,0,1,0,0,0,0,6000,600,0,0,0,6000,0,0,0,0.031421446384039896
2019-10-17,2,6600,0,0,1,0,0,0,1,0,0,0,0,0,600,0,0,0,6000,0,0,0,0.016458852867830425
2019-10-18,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2019-10-19,6,192600,0,2,2,0,2,0,0,0,0,0,0,66000,6600,0,120000,0,0,0,0,0,0.4802992518703242
2019-10-20,4,72600,0,0,2,0,1,1,0,0,0,0,0,0,6600,0,60000,6000,0,0,0,0,0.18104738154613464
2019-10-21,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2019-10-22,2,12000,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,6000,0,0,0,0,0.029925187032418952
2019-10-23,2,66000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60000,6000,0,0,0,0,0.16458852867830423
2019-10-24,1,2000,0,0,1,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0.004987531172069825
2019-10-25,2,8000,0,1,1,0,0,0,0,0,0,0,0,6000,2000,0,0,0,0,0,0,0,0.0199501246882793
2019-10-26,2,8000,0,1,1,0,0,0,0,0,0,0,0,6000,2000,0,0,0,0,0,0,0,0.0199501246882793
2019-10-27,3,14000,0,1,2,0,0,0,0,0,0,0,0,6000,8000,0,0,0,0,0,0,0,0.034912718204488775
2019-10-28,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-10-29,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-10-30,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-10-31,3,12000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6000,0,6000,0,0,0,0.029925187032418952
2019-11-01,4,32900,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1900,0,31000,0,0,0,0.08204488778054862
2019-11-02,3,85000,0,0,1,0,1,0,1,0,0,0,0,0,6000,0,60000,0,19000,0,0,0,0.21197007481296756
2019-11-03,3,126000,0,1,1,0,1,0,0,0,0,0,0,60000,6000,0,60000,0,0,0,0,0,0.31421446384039897
2019-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-11-05,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2019-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-11-08,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-11-09,5,43000,0,1,0,0,1,0,3,0,0,0,0,6000,0,0,19000,0,18000,0,0,0,0.10723192019950124
2019-11-10,5,84000,0,1,0,0,2,0,2,0,0,0,0,6000,0,0,66000,0,12000,0,0,0,0.20947630922693267
2019-11-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-11-12,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-11-13,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-11-14,4,78000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,78000,0,0,0,0.19451371571072318
2019-11-15,3,67900,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1900,0,66000,0,0,0,0.16932668329177056
2019-11-16,3,72000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,72000,0,0,0,0.17955112219451372
2019-11-17,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0.029925187032418952
2019-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-11-19,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2019-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2019-11-21,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2019-11-22,4,18514,0,0,2,0,1,0,1,0,0,0,0,0,6514,0,6000,0,6000,0,0,0,0.04616957605985037
2019-11-23,6,30514,0,0,3,0,1,0,2,0,0,0,0,0,12514,0,6000,0,12000,0,0,0,0.07609476309226933
2019-11-24,4,18514,0,0,2,0,1,1,0,0,0,0,0,0,6514,0,6000,6000,0,0,0,0,0.04616957605985037
2019-11-25,2,6514,0,0,1,0,0,1,0,0,0,0,0,0,514,0,0,6000,0,0,0,0,0.01624438902743142
2019-11-26,2,6514,0,0,1,0,0,1,0,0,0,0,0,0,514,0,0,6000,0,0,0,0,0.01624438902743142
2019-11-27,3,6514,0,1,1,0,0,0,0,0,1,0,0,6000,514,0,0,0,0,0,0,0,0.01624438902743142
2019-11-28,3,514,0,0,1,0,0,0,0,1,1,0,0,0,514,0,0,0,0,0,0,0,0.001281795511221945
2019-11-29,5,72514,0,1,1,0,1,0,1,0,1,0,0,6000,514,0,60000,0,6000,0,0,0,0.18083291770573565
2019-11-30,5,14449,0,1,2,0,0,0,1,0,1,0,0,6000,2449,0,0,0,6000,0,0,0,0.03603241895261845
2019-12-01,6,20449,0,1,2,0,1,0,1,0,1,0,0,6000,2449,0,6000,0,6000,0,0,0,0.05099501246882793
2019-12-02,4,68449,0,0,2,0,2,0,0,0,0,0,0,0,2449,0,66000,0,0,0,0,0,0.17069576059850375
2019-12-03,2,2449,0,0,2,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-04,5,33449,0,0,2,0,1,1,1,0,0,0,0,0,2449,0,6000,6000,19000,0,0,0,0.0834139650872818
2019-12-05,4,14449,0,1,2,0,0,1,0,0,0,0,0,6000,2449,0,0,6000,0,0,0,0,0.03603241895261845
2019-12-06,5,33449,0,0,3,0,0,1,1,0,0,0,0,0,21449,0,0,6000,6000,0,0,0,0.0834139650872818
2019-12-07,7,37249,0,0,5,0,1,1,0,0,0,0,0,0,29349,0,1900,6000,0,0,0,0,0.09289027431421445
2019-12-08,6,52449,0,0,5,0,1,0,0,0,0,0,0,0,46449,0,6000,0,0,0,0,0,0.13079551122194513
2019-12-09,3,62449,0,0,3,0,0,0,0,0,0,0,0,0,62449,0,0,0,0,0,0,0,0.15573316708229426
2019-12-10,4,14449,0,2,2,0,0,0,0,0,0,0,0,12000,2449,0,0,0,0,0,0,0,0.03603241895261845
2019-12-11,2,2449,0,0,2,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-12,4,64349,0,0,2,0,0,1,1,0,0,0,0,0,2449,0,0,1900,60000,0,0,0,0.1604713216957606
2019-12-13,3,4349,0,0,2,0,0,1,0,0,0,0,0,0,2449,0,0,1900,0,0,0,0,0.010845386533665836
2019-12-14,4,23349,0,0,2,0,0,1,1,0,0,0,0,0,2449,0,0,1900,19000,0,0,0,0.05822693266832917
2019-12-15,3,21449,0,0,2,0,0,0,1,0,0,0,0,0,2449,0,0,0,19000,0,0,0,0.053488778054862844
2019-12-16,2,2449,0,0,2,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-17,3,8449,0,0,2,0,1,0,0,0,0,0,0,0,2449,0,6000,0,0,0,0,0,0.021069825436408975
2019-12-18,2,2449,0,0,2,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-19,3,8449,0,1,2,0,0,0,0,0,0,0,0,6000,2449,0,0,0,0,0,0,0,0.021069825436408975
2019-12-20,4,10349,0,0,2,0,2,0,0,0,0,0,0,0,2449,0,7900,0,0,0,0,0,0.02580798004987531
2019-12-21,4,14449,0,1,2,0,1,0,0,0,0,0,0,6000,2449,0,6000,0,0,0,0,0,0.03603241895261845
2019-12-22,3,62449,0,0,2,0,1,0,0,0,0,0,0,0,2449,0,60000,0,0,0,0,0,0.15573316708229426
2019-12-23,3,2449,0,0,2,0,0,0,0,0,1,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-24,4,2449,0,0,2,0,0,0,0,1,1,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-25,4,2449,0,0,2,0,0,0,0,1,1,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-26,3,2449,0,0,2,0,0,0,0,0,1,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-27,3,2449,0,0,2,0,0,0,0,0,1,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-28,3,2449,0,0,2,0,0,0,0,0,1,0,0,0,2449,0,0,0,0,0,0,0,0.006107231920199501
2019-12-29,4,62449,0,0,2,0,1,0,0,0,1,0,0,0,2449,0,60000,0,0,0,0,0,0.15573316708229426
2019-12-30,2,1935,0,0,1,0,0,0,0,0,1,0,0,0,1935,0,0,0,0,0,0,0,0.004825436408977556
2019-12-31,3,1935,0,0,1,0,0,0,0,0,1,1,0,0,1935,0,0,0,0,0,0,0,0.004825436408977556
